Call,GOTA Call,Final Score,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,Total CW QSOs,Total Digital QSOs,Total Phone QSOs,Total QSOs,Bonus Points,Checklog Y/N
W4GS,KQ4DJQ,5293,3A,SC,2,Grand Strand ARC,25,3,G,383,262,534,1179,1645,
W4GTA,W4LMS,1520,4AC,GA,2,Tri-States ARC,14,4,C,62,101,129,292,610,
W4HAW,K4WPB,1847,2A,SFL,2,West Palm Beach ARG,27,2,G,0,200,91,291,865,
W4HAY,,224,1D,TN,2,,1,1,C,56,0,0,56,0,
W4HCA,KD4TVZ,3026,3A,WCF,2,Highlands Co. ARC,22,3,B,210,0,303,513,1580,
W4HEA,,150,1D,AL,2,,1,1,C,25,0,0,25,50,
W4HFH,,3314,4A,VA,2,Alexandria RC,26,4,G,231,112,286,629,1370,
W4HOG,,3310,3D,NC,2,McDowell ARA,43,3,C,260,387,166,813,390,
W4IAX,,3120,3AC,AL,2,Mobile ARC,30,3,C,102,314,303,719,850,
W4IDX,,848,1D,AZ,2,,1,1,C,85,0,229,314,50,
W4IM,,584,1B1,VA,2,,1,1,B,0,0,167,167,250,
W4IO,,626,1B1C,TN,2,,1,1,C,0,144,0,144,50,
W4ITT,,78,1D,NFL,2,,1,1,C,0,0,14,14,50,
W4IY,W4AD,10009,7A,VA,2,Woodbridge Wireless,45,7,G,1005,809,264,2078,2225,
W4J,,3798,1A,SFL,2,Jupiter Tequesta Repeater Grp.,100,1,G,3,289,740,1032,1150,
W4JB,KK4GQ,4256,3A,GA,2,Fayette Co. ARC,30,3,B,740,0,173,913,950,
W4JF,,3260,1E,SC,5,,2,1,B,281,0,0,281,450,
W4JNB,WX4CC,2659,2A,AL,2,Muscle Shoals ARC,24,2,G,214,53,188,455,1215,
W4JNG,,262,1D,NC,2,Rowan ARS,1,1,C,0,53,0,53,50,
W4KAM,,258,1B1,STX,2,,1,1,B,0,0,4,4,250,
W4KAZ,,1178,1B1,NC,2,,1,1,B,232,0,0,232,250,
W4KJ,,2110,1D,ME,2,Buckhead Contest Club,1,1,C,3,0,1049,1052,0,
W4KPR,K4KPR,3093,2F,WCF,2,Kings Point ARC,46,2,C,0,303,253,556,1375,
W4LCA,,948,4A,VA,2,Lake Country ARS,15,4,G,0,30,139,169,550,
W4LHS,,2530,3A,GA,2,Coastal ARS,27,3,B,0,87,616,703,950,
W4LOO,,538,1B1,UT,2,,1,1,B,122,0,0,122,50,
W4LX,KO4QHN,4463,6A,SFL,2,Ft. Myers ARC,50,6,G,186,463,146,795,1575,
W4M,,1110,4A,NFL,2,Playground ARC,8,4,B,0,0,80,80,950,
W4MAI,,804,3AC,VA,2,Mel Mabry Memorial ARC,3,3,C,50,15,97,162,350,
W4MBM,,206,1E,VA,2,,1,1,B,0,0,28,28,150,
W4MIN,,1250,4F,WCF,2,Desoto ARC,6,4,G,0,85,30,115,850,
W4MIS,,1210,5A,NC,2,Misfits ARC,12,5,G,0,0,380,380,450,
W4MJA,,86,1D,GA,2,West Georgia ARS,1,1,C,0,9,0,9,50,
W4MK,,1110,1D,GA,2,,1,1,C,0,265,0,265,50,
W4MLB,K5LD,7404,4A,SFL,2,Platinum Coast ARS,52,4,G,415,571,570,1556,2320,
W4MOE,,1790,5A,NC,2,Western Carolina ARS,8,5,G,8,161,82,251,950,
W4NC,W4WS,11539,8A,NC,2,Forsyth ARC,65,8,G,1963,361,209,2533,1825,
W4NEM,,110,1D,SFL,2,,1,1,C,0,0,30,30,50,
W4NF,,890,1D,VA,2,Woodbridge Wireless,1,1,C,210,0,0,210,50,
W4NHO,,1916,1D,KY,2,Owensboro ARC,1,1,C,389,0,0,389,360,
W4NJA,KR4EOT,4168,3A,KY,2,Paducah ARA,16,3,G,570,82,115,767,1330,
W4NNK,,4548,2F,VA,2,Rappahannock Valley ARC,15,2,C,543,79,595,1217,870,
W4NPS,,2410,3A,VA,2,Radio Amateur Soc. of Norfolk,25,3,G,0,313,154,467,850,
W4NYR,N4WH,1270,2A,NC,2,Shelby ARC,23,2,B,0,11,118,129,990,
W4OLB,,4296,4A,TN,2,Smoky Mountain ARC,101,4,G,236,210,691,1137,1130,
W4OPN,,104,1D,NC,2,,1,1,C,0,0,17,17,70,
W4ORS,,1328,2D,AL,2,,3,2,C,0,31,577,608,50,
W4OT,KK4CHL,2574,4A,SFL,2,Vero Beach ARC,33,4,B,102,5,183,290,1780,
W4OVH,,3304,3A,VA,2,Ole Virgnia Hams,15,3,G,83,259,243,585,1450,
W4PAR,,852,4A,NC,2,Healing Springs Mtn. VHF Soc.,14,4,G,48,0,5,53,650,
W4PF,,598,1D,KY,2,,1,1,C,137,0,0,137,50,
W4PV,,1342,1E,TN,2,E. Tennessee DX Assoc.,1,1,B,323,0,0,323,50,
W4QDV,,490,1D,GA,2,South East Contest Club,1,1,C,110,0,0,110,50,
W4QR,,3666,3A,VA,2,Southern Peninsula AR Klub,57,3,G,3,517,138,658,1310,
W4R,,9228,6A,GA,2,MGRA/CGARC,45,6,G,655,355,1759,2769,1670,
W4RAT,,1194,2AC,VA,2,Richmond Amateur Telecom. Soc.,40,2,C,30,0,412,442,250,
W4RG,,550,1E,TN,2,WCARES-TN,1,1,B,100,0,0,100,150,
W4RKC,,3808,3A,VA,2,Shenandoah Valley ARC,15,3,G,451,225,167,843,770,
W4RLB,,0,1D,KY,0,,1,1,C,0,0,19,19,0,Y
W4RRC,,1796,2A,SC,2,Ridge ARC,30,2,G,0,212,99,311,750,
W4RSC,W3BILX,1284,3F,GA,2,Silver Comet ARS,15,3,C,25,46,95,166,810,
W4RYQ,,190,1E,VA,5,,1,1,B,0,0,8,8,150,
W4RYZ,,1334,3F,NFL,2,Panama City ARC,11,3,C,0,69,29,98,1000,
W4S,WB4GNA,3122,7A,AL,2,Calhoun Co. ARA,22,7,G,3,106,368,477,1950,
W4SFL,,352,2D,SFL,2,ARA of Southwest FL,6,2,C,0,0,151,151,50,Y
W4SGP,,214,1D,AL,2,Mobile ARC,1,1,C,41,0,0,41,50,
W4SHL,,4764,3A,AL,2,Shelby Co. ARC,20,3,B,520,195,177,892,1550,
W4SK,,1250,1D,TN,2,,1,1,C,300,0,0,300,50,
W4SNC,,1670,6A,NC,2,Iredell Co. ARS,10,6,G,0,1,208,209,1250,
W4T,K4T,1838,3A,TN,2,Tennessee ARA,6,3,B,0,215,9,224,960,
W4TA,,7770,3AC,WCF,2,Clearwater ARS/St. Petersburg ARC/Upper Pinellas ARC,70,3,C,391,673,1172,2236,1170,
W4TFM,,1790,2D,GA,2,South GA ARC,2,2,C,435,0,0,435,50,
W4TIP,KZ4CR,1089,3A,TN,2,Tipton ARS,15,3,G,0,24,9,33,975,
W4TIY,,360,2A,GA,2,Paulding Co. ARC,6,2,B,0,0,55,55,250,
W4TKW,,116,1F,VA,2,Roanoke Chapter ARC,4,1,C,0,0,33,33,50,
W4TLR,,634,1D,NC,2,,1,1,C,0,146,0,146,50,
W4TOY,,1122,1E,KY,2,Owensboro ARC,2,1,G,0,243,0,243,150,
W4TRC,,1824,3A,TN,2,Kingsport/Bays Mountain ARC,14,3,G,213,35,141,389,550,
W4TZX,,494,3A,KY,2,Mayfield Graves Co. ARS,10,3,B,0,0,172,172,150,
W4UA,KR4DXF,3915,4AC,NC,2,High Point ARC,28,4,C,220,347,241,808,1165,
W4UCJ,,1454,3AC,GA,2,Thomasville ARC,14,3,C,0,90,62,152,970,
W4UD,,2300,5A,TN,2,Bristol ARC,8,5,G,124,0,367,491,1070,
W4ULH,,1454,4A,SC,2,Florence ARC,27,4,B,0,17,168,185,1050,
W4UOT,AJ4QR,2672,4A,TN,2,Middle TN ARS,33,4,G,0,144,318,462,1460,
W4UTZ,,970,1D,NC,2,,1,1,C,0,230,0,230,50,
W4VA,N4HKZ,5436,4A,VA,2,Fauquier ARA,32,4,G,465,316,201,982,1910,
W4VIC,,802,1D,VA,2,Potomac Valley RC,1,1,C,188,0,0,188,50,
W4VIY,,1098,4A,NFL,2,Milton ARC,14,4,B,0,13,78,91,890,
W4VL,,136,1E,WCF,2,,1,1,B,0,0,18,18,100,
W4VO,N4RMG,1382,4AC,GA,2,Northwest GA ARC,20,4,C,58,117,46,221,590,
W4WC,,3164,5A,TN,2,Andrew Johnson ARC,34,5,G,100,133,571,804,1090,
W4WWQ,,284,1D,VA,2,Lynchburg ARC,1,1,C,0,0,67,67,150,
W4XD,K4MRA,6829,3A,VA,2,Valley and Massanutten ARA,40,3,G,709,345,304,1358,2005,
W4XEN,,2725,1B1B,ID,5,,1,1,B,123,134,1,258,150,
W4XR,,1424,3A,VA,2,Fluvanna ARES Grp.,8,3,B,174,0,89,263,550,
W4YE,,1734,1D,VA,2,Franklin Co. (VA) ARC,1,1,C,421,0,0,421,50,
W4YI,,2295,1E,TN,5,,1,1,B,0,168,23,191,500,
W4YK,,3848,3A,NC,2,Blue Ridge ARC,40,3,G,587,0,165,752,1170,
W4YMI,,76,4A,NC,2,Carteret Co. ARS,5,4,G,0,0,13,13,50,
W4YY,,5322,1A,VA,2,Potomac Valley RC,6,1,G,1218,0,0,1218,450,
W4Z,,518,3E,TN,2,Sumner Co. ARA,20,3,G,0,0,34,34,450,
W4ZIP,,550,1E,OH,2,Mahoning Valley ARA,1,1,B,41,0,18,59,350,
W4ZTH,,850,1E,NFL,2,,1,1,G,56,92,4,152,250,
W5AAJ,,70,1D,AR,2,Bella Vista RC,1,1,C,0,5,0,5,50,
W5AC,,270,2AC,STX,2,Texas A&M Univ. ARC,3,2,C,0,0,60,60,150,
W5ACQ,,2298,1E,WTX,2,6L6 Contest Club,3,1,B,537,0,0,537,150,
W5AOK,,556,2F,OK,2,Tri-State ARG,4,2,C,0,0,53,53,450,
W5AQA,,1404,2A,NM,2,Socorro ARA,22,2,G,73,5,151,229,790,
W5AUM,,2714,4F,STX,2,Washington Co. ARC,25,4,C,0,315,302,617,850,
W5AW,,482,3F,WTX,2,Big Spring ARC,10,3,C,25,2,62,89,250,
W5AWL,,3778,6F,NTX,2,Lucas ARC/Allen Wylie Lucas ARC,15,6,C,494,177,222,893,650,
W5AWP,,1128,3A,MS,2,Alcorn Co. ARC,13,3,B,0,0,59,59,1010,
W5AXC,,558,3A,MS,2,Southern AR Experimenters Club,3,3,B,0,48,108,156,150,
W5BCM,,234,1B1,NTX,2,,1,1,B,0,0,42,42,150,
W5BCS,,1902,2A,STX,2,Bryan ARC,65,2,G,79,0,158,237,1270,
W5BM,,582,1D,OK,2,Broken Arrow ARC,1,1,C,133,0,0,133,50,
W5BMC,,1614,2AC,LA,2,Bayouland Em. ARS,8,2,C,11,10,180,201,1170,
W5CBX,,398,2D,OK,2,,2,2,C,0,0,174,174,50,
W5CFC,,1066,4A,STX,2,Cy-Fair CERT,4,4,B,0,2,9,11,1040,
W5CPB,,60,1D,LA,2,Ascension ARC,1,1,C,0,0,5,5,50,
W5DCF,,184,1E,NTX,2,,1,1,B,4,0,9,13,150,
W5DJV,,630,1D,VA,2,,2,1,C,0,145,0,145,50,Y
W5DRZ,,1226,3A,OK,2,Broken Arrow ARC,20,3,G,0,0,138,138,950,
W5DSC,,922,2A,STX,2,Victoria ARC,21,2,B,0,0,86,86,750,
W5EBB,,114,1D,NTX,2,ARC of Parker Co.,1,1,C,0,0,32,32,50,
W5EEZ,,318,1B1,STX,2,,1,1,B,0,42,0,42,150,
W5ENT,KG5NUX,1080,2AC,NTX,2,Rains ARA,11,2,C,0,67,81,148,650,
W5EPR,,0,1D,STX,1,,1,1,C,0,0,9,9,0,Y
W5ESE,,140,1D,STX,2,Austin QRP Club,1,1,C,21,0,3,24,50,
W5FC,,4470,3A,NTX,2,Dallas ARC,54,3,G,138,609,66,813,1350,
W5FQ,KE5AXT,2540,4A,MS,2,Meridian ARC/Chickasawhay Repeater Grp.,18,4,G,4,212,148,364,1380,
"W5FWC (AE5YP, W5RSG, ops)",,946,2B2,NTX,2,Ft. Worth CERT RC,2,2,B,0,98,2,100,550,
W5GAD,,4938,3E,LA,2,Jefferson ARC,35,3,G,871,70,37,978,1100,
W5GCX,,1130,1B1B,STX,5,,1,1,B,108,0,0,108,50,
W5GFI,,232,1E,OK,2,,1,1,B,0,0,41,41,150,
W5GIX,K5LSU,2473,3A,LA,2,Baton Rouge ARC,160,3,B,144,0,296,440,1305,
W5GTG,,232,1E,STX,2,,1,1,B,0,0,41,41,150,
W5GWM,,102,1D,STX,2,Lake Conroe ARC,1,1,C,0,13,0,13,50,
W5H,,1194,4A,STX,2,Hays/Caldwell ARC,15,4,B,21,40,100,161,750,
W5HAR,W5JPC,2886,3A,AR,2,Helena ARC,11,3,B,0,196,326,522,1450,
W5HCT,,1760,5A,NTX,2,Hood Co. ARC,7,5,G,356,0,43,399,250,
W5HRC,,1704,4F,NTX,2,Hurst ARC,27,4,C,42,93,112,247,940,
W5HVS,,746,1D,STX,2,Bryan ARC,1,1,C,0,174,0,174,50,
W5IAS,K5AEB,3017,7A,OK,2,Tulsa ARC,53,7,G,84,147,64,295,1965,
W5IOH,,92,1D,STX,2,,3,1,C,0,0,21,21,50,
W5JJT,,284,1E,NM,2,,1,1,B,0,0,17,17,250,
W5JOC,,200,1B1,NM,1,,1,1,G,0,0,50,50,150,
W5KA,,5527,5A,STX,2,Austin ARC,195,5,G,370,538,35,943,1825,
W5KJW,,334,1D,NTX,2,,1,1,C,0,71,0,71,50,
W5KY,,74,1D,STX,2,,1,1,C,0,6,0,6,50,
W5LCR,W5ITA,5158,2A,STX,2,Cross Roads Ham RC,44,2,G,15,210,1129,1354,2000,Y
W5LNX,,650,1D,AL,2,Univ. of Alabama ARC,7,1,C,0,0,300,300,50,
W5LVC,,5590,4A,NTX,2,Lewisville ARA,65,4,G,930,42,176,1148,1350,
W5M,K5GVL,1670,5A,NTX,2,Sabine Valley ARA,20,5,G,0,84,42,126,1250,
W5MAG,,1132,3A,AR,2,Mt. Magazine ARC,10,3,G,5,4,173,182,750,
W5MND,,350,1A,TN,2,,4,1,G,0,0,90,90,170,
W5MRC,KI5QAX,4918,4A,NTX,2,McKinney ARC,64,4,B,60,271,1122,1453,1350,
W5MWC,,660,2A,OK,2,Mid-Del ARC,26,2,G,0,58,39,97,350,
W5NAC,,1232,3F,NTX,2,Nacogdoches ARC,16,3,C,114,54,5,173,550,
W5NC,K5VFD,5262,3F,STX,2,Northwest ARS,57,3,C,540,430,146,1116,1090,
W5NCO,,818,1B1,OH,2,,1,1,B,0,0,284,284,250,
W5NEM,,954,1F,MS,2,Northeast MS Radio Amateurs,3,1,C,0,135,7,142,400,
W5NFL,,908,2D,NTX,2,"Navarro, Freestone, Limestone & Leon ARC",18,2,C,64,0,191,255,270,
W5NOR,,4004,3F,OK,2,South Canadian ARS,100,3,G,323,282,212,817,1160,
W5NS,,782,3AC,OK,2,Bartlesville ARC,7,3,C,31,0,104,135,450,
W5NX,N5BVA,8793,3AC,AR,2,Bella Vista RC,82,3,C,1458,304,345,2107,1055,
W5NZ,,860,1B1B,AL,5,Montgomery ARC,1,1,B,51,0,0,51,350,
W5OBM,KF5TPT,2098,2A,MS,2,Olive Branch ARC,12,2,G,0,223,128,351,950,
W5PC,,1926,5A,NTX,2,ARC of Parker Co.,16,5,B,0,184,120,304,950,
W5PDO,WD5JRO,1372,1A,NM,2,Los Alamos ARC,12,1,G,0,187,57,244,510,
W5PET,,994,1B1,KY,2,,1,1,B,211,0,0,211,150,
W5PTX,,354,1D,NTX,2,Red River Valley ARC,1,1,C,0,67,18,85,50,
W5R,,2006,6AC,NTX,2,NRH ARC,19,6,C,0,259,0,259,970,
W5RIF,,1050,1E,STX,2,Lake Conroe ARC,1,1,G,143,57,0,200,250,
W5RIN,,4138,4A,STX,2,Beaumont ARC,7,4,B,425,70,454,949,1250,
W5RIR,,326,2E,NTX,2,,1,2,B,0,1,36,37,250,
W5RPS,,134,1D,NTX,2,,1,1,C,0,21,0,21,50,
W5RRR,,4092,9F,STX,2,Johnson Space Center ARC/Clear Lake ARC,15,9,G,111,388,113,612,1870,
W5SAF,,318,1A,NM,2,Santa Fe ARES,9,1,B,0,14,6,20,250,
W5SC,,2888,8A,STX,2,San Antonio RC,55,8,G,104,152,177,433,1510,
W5SGL,,2110,4A,MS,2,Mississippi Coast ARA,22,4,G,42,0,446,488,1050,
W5SI,,882,5F,STX,2,Texas Em. Amateur Communicators,26,5,C,31,0,94,125,570,
W5SJT,KJ5FWA,1173,2F,WTX,2,San Angelo ARC,34,2,C,0,0,144,144,885,
W5SSV,,2608,3A,STX,2,Jefferson Co. (TX) ARC,29,3,B,15,48,453,516,1450,
W5STR,,1514,2A,AR,2,Cabot Small Town ARS,15,2,B,157,0,188,345,510,
W5T,W5FKN,5528,4A,NTX,2,West Fork ARC,25,4,G,0,226,1412,1638,1800,
W5THT,,0,1D,MS,0,,1,1,C,0,66,0,66,0,Y
W5TM,,4534,1D,OK,2,Broken Arrow ARC,1,1,C,1121,0,0,1121,50,
W5TRI,,688,1B1,STX,2,Katy ARS,1,1,B,0,0,19,19,650,
W5TRL,,1022,2E,STX,2,Washington Co. ARC,1,2,G,0,193,0,193,250,Y
W5UR,N2GG,11158,2A,NM,2,Albuquerque DX Assn.,18,2,G,1679,21,579,2279,3200,
W5VAN,,214,1D,AR,2,,1,1,C,0,0,82,82,50,
W5VS,,1638,1B1,VA,2,,1,1,B,203,169,0,372,150,
W5W,,1142,3A,NTX,2,Red River Valley ARC,20,3,B,0,82,32,114,750,
W5WB,,1218,2AC,NTX,2,Southwest Dallas Co. ARC,13,2,C,0,152,130,282,350,
W5WLG,,250,1D,NTX,2,,1,1,C,0,50,0,50,50,
W5WQ,,1340,2A,MS,2,Southwest MS ARC,6,2,B,0,108,69,177,770,
W5WTM,,1960,2A,STX,2,Matagorda Co. ARC,17,2,G,84,0,287,371,1050,
W5WX,KI5KGC,4656,7A,WTX,2,Panhandle ARC,22,7,G,5,272,864,1141,1820,
W5YD,,1890,2D,MS,2,Mississippi State Univ. ARC,4,2,C,0,449,12,461,70,
W5ZA,,254,1D,LA,2,,1,1,C,51,0,0,51,50,
W5ZDN,K5ZDN,2039,2A,NTX,2,Heart O' Texas ARC,23,2,G,7,5,343,355,1305,
W6A,,6766,2F,SDG,2,Point Loma Radio Ops. Grp.,15,2,G,1043,210,377,1630,1000,
W6AFA,,2856,1E,LAX,2,Southern CA Contest Club,1,1,G,0,0,1353,1353,150,
W6AG,,0,1D,EB,1,,1,1,C,0,0,12,12,0,Y
W6AGO,,972,2A,LAX,2,Aerospace Employees Assn. ARC,21,2,B,0,30,26,56,800,
W6AGZ,,188,1D,OR,2,,1,1,C,0,16,37,53,50,
W6AJF,,2798,3A,SF,2,Valley of the Moon ARC,15,3,B,325,24,76,425,1250,
W6AJR,,530,1D,SCV,2,,1,1,C,0,120,0,120,50,
W6ALH,,432,1D,ORG,2,,1,1,C,0,89,13,102,50,
W6ARA,K6OTA,4290,3A,SCV,1,Palo Alto ARA,115,3,G,270,259,547,1076,2685,
W6ART,,202,1E,SDG,2,,1,1,B,0,0,26,26,150,
W6AWG,,3800,1B1B,LAX,5,,1,1,B,352,0,6,358,250,
W6BA,,2878,5D,ORG,2,Morongo Basin ARC,17,5,C,470,9,356,835,250,
W6BBD,,638,1B1C,OH,2,,1,1,C,136,0,22,158,50,
W6BIV,,534,1E,STX,2,,1,1,B,84,0,24,108,150,
W6BML,,754,3D,SV,2,Mt. Shasta ARC,3,3,C,45,51,10,106,350,
W6BXN,KO6HFA,731,4A,SJV,2,Turlock ARC,35,4,B,0,3,32,35,655,
W6CF,,144,2D,EB,2,California Historical Radio Soc.,2,2,C,0,14,19,33,50,
W6CKC,,698,1E,CO,2,Ski Country ARC,1,1,B,0,162,0,162,50,
W6COW,,1430,1E,LAX,5,,1,1,B,102,0,32,134,250,
W6CPD,,1604,3F,ORG,2,Corona Police CSV Team,7,3,C,0,214,99,313,550,
W6CX,,1828,2A,EB,2,Mt. Diablo ARC,42,2,S,24,0,241,265,1250,
"W6D (AH0U, N6SPP, ops)",,962,5B2,EB,2,Delta ARC,2,5,B,0,0,6,6,950,
W6DMS,,396,1D,ORG,2,Kentwater ARC,1,1,C,0,51,21,72,150,
W6DOQ,,425,1B1B,LAX,5,,1,1,B,0,8,19,27,250,
W6DPM,,100,1D,LAX,2,SFVARC,1,1,C,0,10,5,15,50,
W6DQ,,1124,2E,SJV,2,Sierra ARC of the High Mojave,5,2,G,0,144,99,243,350,
W6DSG,,318,1D,NV,2,Sierra Nevada ARS,1,1,C,0,67,0,67,50,
W6ECK,W6CUS,3700,4A,EB,2,KARO-ECHO/EBARC,24,4,B,100,90,495,685,1950,
W6EK,KM6RGO,7539,4A,SV,2,Sierra Foothills ARC,26,4,G,631,426,488,1545,2335,
W6ELI,,170,1D,ORG,2,San Fernando Valley ARC,1,1,C,0,30,0,30,50,
W6ERE,,1642,5A,SJV,2,Stanislaus  ARA,15,5,B,112,0,122,234,950,
W6ESL,,224,1D,SCV,2,West Valley ARA,1,1,C,0,39,9,48,50,
W6EU,,1410,1D,SV,2,,1,1,C,0,340,0,340,50,
W6FB,,150,1D,LA,2,,1,1,C,0,0,50,50,50,
W6GLS,,90,1D,SDG,2,,1,1,C,0,8,4,12,50,
W6GRE,,738,1E,IA,2,Des Moines Radio Amateurs Assn.,1,1,B,0,113,8,121,270,
W6GRH,,362,1E,ORG,2,San Gorgonio Pass ARC,1,1,B,0,53,0,53,150,
W6HA,N6VZF,4092,3A,LAX,2,Hughes ARC,46,3,G,279,12,444,735,2040,
W6HBR,WB6OZD,1156,3A,ORG,2,Huntington Beach RACES,22,3,G,0,58,27,85,870,
W6IA,,176,1D,SCV,2,,1,1,C,0,0,13,13,150,
W6ICR,,1022,3A,SDG,2,Imperial ARG,9,3,G,36,7,150,193,550,
"W6JAM (AG6X, KI4RA, ops)",,3650,2B2B,SDG,5,,2,2,B,0,296,0,296,690,Y
W6JTI,,6360,1E,SF,5,,1,1,B,601,0,0,601,350,
W6JU,,1846,4A,SB,2,Estero RC,62,4,G,0,154,140,294,950,
W6JW,,1256,3A,LAX,2,Santa Clarita ARC,20,3,B,0,0,353,353,550,
"W6KA (N6LL, op)",,255,1B1B,LAX,5,PRC/SPARC/JPLARC/CITARC,1,1,B,0,0,1,1,250,
W6KB,,642,1A,SF,2,Redwood Empire DX Assn.,4,1,B,76,0,94,170,150,
W6KC,,1372,1E,LAX,2,Southern CA Contest Club,1,1,B,260,12,67,339,150,
W6KCV,,330,1D,LAX,2,Palos Verdes ARC,1,1,C,0,70,0,70,50,
W6KJ,,898,6A,SV,2,Yuba-Sutter ARC,10,6,G,0,49,26,75,650,
W6KRK,,412,2B2,SCV,2,Comstock Repeater Grp.,2,2,B,0,0,81,81,250,
W6KSR,,428,1B1,SB,2,Assoc. Radio Amateurs of Long Beach,1,1,B,39,0,11,50,250,
W6LDB,,250,1B1,KY,2,Owensboro ARC,1,1,B,0,0,50,50,150,
W6LHR,KN6DRN,2944,4A,SV,2,Lincoln Hills ARG,4,4,B,0,256,240,496,1440,
W6LIE,,1416,7A,SJV,2,Kern Co. Central Valley ARC,20,7,B,34,21,73,128,1050,
W6LMT,,304,1F,LAX,2,Lomita Station Disaster Comm. Srvc.,3,1,C,0,0,77,77,150,
W6LOR,,445,1B1B,SJV,5,PRC/SPARC/JPLARC/CITARC,1,1,B,17,0,5,22,250,
W6LP,,0,1E,SV,1,,1,1,G,0,60,329,389,0,Y
W6MMM,,1366,3A,SF,2,Willits ARS,25,3,B,0,76,146,222,770,
W6MX,,488,1D,LAX,2,Southern CA Contest Club,1,1,C,0,0,219,219,50,
W6MZ,,740,1E,SDG,5,,1,1,B,39,0,0,39,350,
W6NJB,,728,1B1,AR,2,,1,1,G,0,0,289,289,150,
W6NMC,,300,2F,EB,2,USCG ARC,2,2,C,0,6,63,69,150,
W6PAP,,160,1E,SV,5,North Hills RC,1,1,B,0,0,2,2,150,
W6PCH,,2680,3A,LAX,2,Los Angeles ARC,28,3,G,200,0,205,405,1470,
W6PNH,,296,1C,WY,2,Yuba-Sutter ARC,2,1,B,0,24,25,49,150,
W6PW,,1842,4F,SF,2,San Francisco RC,16,4,B,60,0,271,331,1060,
W6QPA,,1010,1B1B,SB,5,,1,1,B,66,0,0,66,350,
W6QX,,1504,1C,SDG,2,,1,1,B,272,0,133,405,150,
W6R,W6LKF,3286,2A,SB,1,Paso Robles ARC,16,2,G,368,142,426,936,1840,
W6RHC,KO6ITP,3875,5AB,SV,5,Golden Empire ARS,50,5,B,171,36,20,227,1705,
W6RO,KE6LB,2448,5A,LAX,2,Assoc. Radio Amateurs of Long Beach,42,5,G,0,44,356,400,1560,
W6SBA,,1004,2A,LAX,2,South Bay ARC,16,2,B,0,17,23,40,890,
W6SBD,,720,3A,SF,2,Lake Co. ARS,10,3,B,0,0,85,85,550,
W6SCF,KJ6VCP,2955,2A,SCV,2,SC4 ARC,14,2,G,203,75,169,447,1505,
W6SD,,2600,5A,LAX,2,San Fernando Valley ARC,25,5,G,202,38,95,335,1450,
W6SF,,2551,4A,SJV,2,Stockton-Delta ARC,11,4,B,190,0,303,493,1185,
W6SFM,,914,1E,SV,2,Samuel F. Morse ARC,3,1,B,166,0,0,166,250,
W6SIY,,870,1E,SJV,5,,1,1,B,72,0,0,72,150,
W6TK,,0,1D,OR,1,,1,1,C,173,0,0,173,0,Y
W6TO,,1428,2A,SJV,2,Fresno ARC,12,2,G,0,135,219,354,450,
W6TOI,,1102,3A,LAX,2,Downey ARC,3,3,B,0,0,176,176,750,
W6TRW,K6ARK,11140,5AB,SJV,5,W6TRW ARC,34,5,B,307,593,96,996,1660,
W6TSB,,78,1B1,SCV,2,,1,1,B,0,0,14,14,50,
W6UB,,762,1D,TN,2,Smoky Mountain ARC,1,1,C,171,0,14,185,50,
W6UQ,AJ6VY,4743,3A,SCV,2,San Mateo RC,50,3,G,331,266,265,862,1825,
W6UUS,WD6HFR,1229,2A,SDG,2,Convair/220 ARC,44,2,B,46,5,90,141,845,
W6VVR,,5394,13A,EB,2,Vaca Valley Radio Club,13,13,G,1,264,1067,1332,2200,
W6WJ,,1234,2A,SB,2,Central Coast ARG,10,2,G,18,1,204,223,750,
W6WPT,KI6UTW,1528,3A,SJV,2,West Point CERT/Calaveras ARES,6,3,B,0,155,79,234,750,
W6WTS,,668,1E,ORG,2,,1,1,G,0,0,259,259,150,
W6WU,,850,1D,MDC,2,,1,1,C,200,0,0,200,50,
W6WWW,,0,1D,SFL,0,Ft. Myers ARC,1,1,C,0,0,4,4,0,Y
W6YAR,,2358,3A,SV,2,YARS/MVRC/SAC ARC/Yolo Co. ARES/BARC,21,3,S,55,138,118,311,1350,
W6YL,,1032,3A,SCV,2,San Jose State ARC,8,3,B,0,113,115,228,350,
W6YUE,,436,1A,SJV,2,,3,1,B,0,0,43,43,350,
W6YV,,870,2AB,LAX,5,Univ. of Southern California ARC,3,2,B,1,11,40,52,550,
W6YXY,,236,1B1,SDG,2,,1,1,B,0,0,43,43,150,
W6ZBA,,1930,1E,ORG,5,,1,1,B,175,0,6,181,150,
W6ZE,W6NGO,12119,5A,ORG,2,Orange Co. (CA) ARC,30,5,G,1569,365,1394,3328,1595,
W6ZZK,,1220,5A,SF,2,Humboldt ARC,24,5,B,0,0,85,85,1050,
W7AIA,N7HR,6453,4A,WWA,2,Clark Co. (WA) ARC,124,4,G,563,360,618,1541,1525,Y
W7AIT,,314,1D,SJV,2,,1,1,C,0,0,132,132,50,
W7AMF,,510,1B1B,WCF,5,,1,1,B,0,0,12,12,450,
W7AVM,,2882,4A,WWA,2,Island Co. ARC,40,4,G,156,119,106,381,1570,
W7AW,W7ACS,3033,2A,WWA,2,PSRG/WSARC/Seattle ACS,35,2,B,0,108,383,491,1835,
